product_id,date,revenue,units_sold,weather_condition,weather_temp,customer_flow,discount_percentage,sales_uid
Muffin,2025-06-14,325.5,93,Cloudy,27.0,158,0,gen_22cbaf8bfd
Sandwich,2025-06-14,528.0,66,Cloudy,27.0,105,0,gen_7fc51d234e
Juice,2025-06-14,545.0,109,Cloudy,27.0,137,0,gen_54aaa7c2a5
Tea,2025-06-14,392.0,98,Cloudy,27.0,156,0,gen_c36cee2ecf
Cake,2025-06-14,234.0,39,Cloudy,27.0,58,0,gen_bd7968ba3b
Salad,2025-06-14,369.0,41,Cloudy,27.0,58,0,gen_d6463e5e05
Wrap,2025-06-14,352.5,47,Cloudy,27.0,68,0,gen_fb7c6a883a
Coffee Beans,2025-06-15,1215.0,81,Cloudy,28.2,115,0,gen_83d024c2c5
Milk,2025-06-15,512.55,201,Cloudy,28.2,256,15,gen_6dcb903a62
Croissant,2025-06-15,612.0,136,Cloudy,28.2,170,0,gen_353f09eb78
Muffin,2025-06-15,269.5,77,Cloudy,28.2,102,0,gen_1400e82f7a
Sandwich,2025-06-15,456.0,57,Cloudy,28.2,72,0,gen_a6c78156fa
Juice,2025-06-15,590.0,118,Cloudy,28.2,151,0,gen_c73e88ebf2
Tea,2025-06-15,408.0,102,Cloudy,28.2,180,0,gen_cba9a61fe8
Cake,2025-06-15,294.0,49,Cloudy,28.2,75,0,gen_f6cce134a9
Salad,2025-06-15,315.0,35,Cloudy,28.2,56,0,gen_f117fda8b4
Wrap,2025-06-15,375.0,50,Cloudy,28.2,83,0,gen_ac78d85d85
Coffee Beans,2025-06-16,840.0,56,Cloudy,25.1,91,0,gen_f4612d978c
Milk,2025-06-16,343.2,143,Cloudy,25.1,213,20,gen_5c714a7790
Croissant,2025-06-16,387.0,86,Cloudy,25.1,126,0,gen_69dc65cd1d
Muffin,2025-06-16,227.5,65,Cloudy,25.1,78,0,gen_e9e6b14970
Sandwich,2025-06-16,288.0,36,Cloudy,25.1,47,0,gen_3a70f546d5
Juice,2025-06-16,420.0,84,Cloudy,25.1,107,0,gen_7006eca0e3
Tea,2025-06-16,220.0,55,Cloudy,25.1,95,0,gen_2278fb0b4b
Cake,2025-06-16,192.0,32,Cloudy,25.1,38,0,gen_fe394b678b
Salad,2025-06-16,270.0,30,Cloudy,25.1,37,0,gen_67b6992590
Wrap,2025-06-16,300.0,40,Cloudy,25.1,48,0,gen_3f67127d66
Coffee Beans,2025-06-17,705.0,47,Sunny,24.6,63,0,gen_bb9078ad89
Milk,2025-06-17,279.0,93,Sunny,24.6,142,0,gen_67344e05c1
Croissant,2025-06-17,391.5,87,Sunny,24.6,123,0,gen_3f86676811
Muffin,2025-06-17,234.5,67,Sunny,24.6,110,0,gen_87411a29cb
Sandwich,2025-06-17,288.0,36,Sunny,24.6,57,0,gen_90b77e13c0
Juice,2025-06-17,320.0,64,Sunny,24.6,100,0,gen_649b0d8ca7
Tea,2025-06-17,224.0,56,Sunny,24.6,81,0,gen_6e969c82d9
Cake,2025-06-17,180.0,30,Sunny,24.6,37,0,gen_e8afe610df
Salad,2025-06-17,283.05,37,Sunny,24.6,63,15,gen_02706867ff
Wrap,2025-06-17,318.75,50,Sunny,24.6,85,15,gen_4d04f531b6
Coffee Beans,2025-06-18,870.0,58,Cloudy,25.6,99,0,gen_1c937e0e68
Milk,2025-06-18,279.0,93,Cloudy,25.6,141,0,gen_8cae021c93
Croissant,2025-06-18,382.5,85,Cloudy,25.6,112,0,gen_b5678377f9
Muffin,2025-06-18,252.0,72,Cloudy,25.6,105,0,gen_80609418db
Sandwich,2025-06-18,368.0,46,Cloudy,25.6,81,0,gen_82be18b097
Juice,2025-06-18,375.0,75,Cloudy,25.6,90,0,gen_fbb39d17e7
Tea,2025-06-18,268.0,67,Cloudy,25.6,85,0,gen_f2e4ac29e6
Cake,2025-06-18,198.0,33,Cloudy,25.6,43,0,gen_0c5882e2e0
Salad,2025-06-18,225.0,25,Cloudy,25.6,35,0,gen_fa08e37f52
Wrap,2025-06-18,247.5,33,Cloudy,25.6,58,0,gen_5c7dd71d4c
Coffee Beans,2025-06-19,870.0,58,Sunny,23.4,98,0,gen_cbcc6436d7
Milk,2025-06-19,330.0,110,Sunny,23.4,144,0,gen_ae769c6612
Croissant,2025-06-19,382.5,85,Sunny,23.4,134,0,gen_b459826afd
Muffin,2025-06-19,210.0,60,Sunny,23.4,88,0,gen_ddca2fcc26
Sandwich,2025-06-19,328.0,41,Sunny,23.4,52,0,gen_1d2ec71c4a
Juice,2025-06-19,330.0,66,Sunny,23.4,85,0,gen_6d6f7e0e4c
Tea,2025-06-19,224.0,56,Sunny,23.4,87,0,gen_ac99747b6f
Cake,2025-06-19,204.0,34,Sunny,23.4,47,0,gen_43046b4b6f
Salad,2025-06-19,225.0,25,Sunny,23.4,36,0,gen_c3f81730c8
Wrap,2025-06-19,262.5,35,Sunny,23.4,62,0,gen_052673fa4b
Coffee Beans,2025-06-20,885.0,59,Sunny,26.8,83,0,gen_593b7fa909
Milk,2025-06-20,360.0,120,Sunny,26.8,180,0,gen_a9c3bf6f40
Croissant,2025-06-20,459.0,102,Sunny,26.8,158,0,gen_fe578097f0
Muffin,2025-06-20,308.0,88,Sunny,26.8,132,0,gen_20ec612e1e
Sandwich,2025-06-20,368.0,46,Sunny,26.8,62,0,gen_6cb0f1acb7
Juice,2025-06-20,470.0,94,Sunny,26.8,132,0,gen_1368688b58
Tea,2025-06-20,292.0,73,Sunny,26.8,97,0,gen_9f1077f1e8
Cake,2025-06-20,222.0,37,Sunny,26.8,65,0,gen_4985fc455d
Salad,2025-06-20,352.8,49,Sunny,26.8,85,20,gen_83221e273c
Wrap,2025-06-20,330.0,44,Sunny,26.8,69,0,gen_e102ffe711
Coffee Beans,2025-06-21,1245.0,83,Sunny,23.0,109,0,gen_80916d27a9
Milk,2025-06-21,510.0,170,Sunny,23.0,223,0,gen_7e87432a24
Croissant,2025-06-21,549.0,122,Sunny,23.0,166,0,gen_42a782b56a
Muffin,2025-06-21,329.0,94,Sunny,23.0,143,0,gen_219ede2b7e
Sandwich,2025-06-21,462.4,68,Sunny,23.0,119,15,gen_5e2a33cc8f
Juice,2025-06-21,590.0,118,Sunny,23.0,174,0,gen_2d1b4e550a
Tea,2025-06-21,400.0,100,Sunny,23.0,166,0,gen_6c42518fd4
Cake,2025-06-21,270.0,45,Sunny,23.0,72,0,gen_b74a586870
Salad,2025-06-21,324.0,36,Sunny,23.0,58,0,gen_c6f9e3f029
Wrap,2025-06-21,450.0,60,Sunny,23.0,106,0,gen_8c73cc88d1
Coffee Beans,2025-06-22,1140.0,76,Cloudy,24.2,106,0,gen_1ec3e1d34a
Milk,2025-06-22,444.0,148,Cloudy,24.2,242,0,gen_89508d86cb
Croissant,2025-06-22,513.0,114,Cloudy,24.2,200,0,gen_d12e455e29
Muffin,2025-06-22,329.0,94,Cloudy,24.2,162,0,gen_3cedbb2f51
Sandwich,2025-06-22,464.0,58,Cloudy,24.2,80,0,gen_496cda4651
Juice,2025-06-22,535.0,107,Cloudy,24.2,158,0,gen_ee0ce0cf8b
Tea,2025-06-22,408.0,102,Cloudy,24.2,139,0,gen_3ed1bebb92
Cake,2025-06-22,264.0,44,Cloudy,24.2,58,0,gen_e32a2e4dbe
Salad,2025-06-22,369.0,41,Cloudy,24.2,67,0,gen_de813404a3
Wrap,2025-06-22,420.0,56,Cloudy,24.2,98,0,gen_1e1984874a
Coffee Beans,2025-06-23,1005.0,67,Cloudy,26.1,96,0,gen_4f63d4e138
Milk,2025-06-23,369.0,123,Cloudy,26.1,184,0,gen_adb50eb2c2
Croissant,2025-06-23,346.5,77,Cloudy,26.1,108,0,gen_4f6ec27b07
Muffin,2025-06-23,196.0,56,Cloudy,26.1,72,0,gen_5314827db3
Sandwich,2025-06-23,336.0,42,Cloudy,26.1,73,0,gen_654f3a3427
Juice,2025-06-23,424.0,106,Cloudy,26.1,141,20,gen_16440e4c45
Tea,2025-06-23,252.0,63,Cloudy,26.1,105,0,gen_c169876f59
Cake,2025-06-23,180.0,30,Cloudy,26.1,44,0,gen_b04c1381a3
Salad,2025-06-23,270.0,30,Cloudy,26.1,38,0,gen_26441fc1fd
Wrap,2025-06-23,322.5,43,Cloudy,26.1,59,0,gen_4a9a36bb31
Coffee Beans,2025-06-24,885.0,59,Cloudy,22.3,99,0,gen_69815760c9
Milk,2025-06-24,309.0,103,Cloudy,22.3,169,0,gen_5dee04f642
Croissant,2025-06-24,432.0,120,Cloudy,22.3,208,20,gen_cff831cc3d
Muffin,2025-06-24,220.5,63,Cloudy,22.3,76,0,gen_14eabde95c
Sandwich,2025-06-24,339.2,53,Cloudy,22.3,65,20,gen_2a238808cb
Juice,2025-06-24,425.0,85,Cloudy,22.3,137,0,gen_0b0c22987b
Tea,2025-06-24,296.0,74,Cloudy,22.3,92,0,gen_2f39a5fa94
Cake,2025-06-24,180.0,30,Cloudy,22.3,50,0,gen_906f758ba7
Salad,2025-06-24,279.0,31,Cloudy,22.3,42,0,gen_b43a7237a5
Wrap,2025-06-24,270.0,36,Cloudy,22.3,43,0,gen_29d5234aee
Coffee Beans,2025-06-25,900.0,60,Cloudy,24.2,88,0,gen_d45596bd14
Milk,2025-06-25,333.0,111,Cloudy,24.2,181,0,gen_c160b88e73
Croissant,2025-06-25,360.0,80,Cloudy,24.2,104,0,gen_5a60987a39
Muffin,2025-06-25,238.0,68,Cloudy,24.2,82,0,gen_b041d16827
Sandwich,2025-06-25,352.0,44,Cloudy,24.2,55,0,gen_af558cc4df
Juice,2025-06-25,375.0,75,Cloudy,24.2,108,0,gen_e685ff556d
Tea,2025-06-25,296.0,74,Cloudy,24.2,128,0,gen_3b0d6aa561
Cake,2025-06-25,180.0,30,Cloudy,24.2,46,0,gen_dd7d5a6690
Salad,2025-06-25,270.0,30,Cloudy,24.2,49,0,gen_461ac15781
Wrap,2025-06-25,307.5,41,Cloudy,24.2,66,0,gen_0f6e5682f0
Coffee Beans,2025-06-26,765.0,51,Cloudy,23.6,70,0,gen_f1df96340a
Milk,2025-06-26,318.0,106,Cloudy,23.6,131,0,gen_8ff422340b
Croissant,2025-06-26,369.0,82,Cloudy,23.6,133,0,gen_e2b8a959eb
Muffin,2025-06-26,231.0,66,Cloudy,23.6,94,0,gen_7cbff35651
Sandwich,2025-06-26,352.0,44,Cloudy,23.6,53,0,gen_59c0f1f40f
Juice,2025-06-26,355.0,71,Cloudy,23.6,120,0,gen_18b3e2211f
Tea,2025-06-26,240.0,60,Cloudy,23.6,85,0,gen_ca522bd582
Cake,2025-06-26,168.0,28,Cloudy,23.6,40,0,gen_740c5f5932
Salad,2025-06-26,261.0,29,Cloudy,23.6,39,0,gen_7e6b80dba2
Wrap,2025-06-26,255.0,34,Cloudy,23.6,56,0,gen_b5dde5964e
Coffee Beans,2025-06-27,994.5,78,Sunny,21.3,96,15,gen_a9c1d6e6f5
Milk,2025-06-27,447.0,149,Sunny,21.3,190,0,gen_5eecea13c8
Croissant,2025-06-27,463.5,103,Sunny,21.3,161,0,gen_120e34ca2b
Muffin,2025-06-27,318.5,91,Sunny,21.3,124,0,gen_dfd8f5fdc2
Sandwich,2025-06-27,456.0,57,Sunny,21.3,83,0,gen_8403d9021f
Juice,2025-06-27,525.0,105,Sunny,21.3,157,0,gen_e7d95719f6
Tea,2025-06-27,272.0,68,Sunny,21.3,120,0,gen_f119eeba37
Cake,2025-06-27,246.0,41,Sunny,21.3,71,0,gen_81cc322d21
Salad,2025-06-27,315.0,35,Sunny,21.3,49,0,gen_d8fee61fca
Wrap,2025-06-27,300.0,40,Sunny,21.3,62,0,gen_28e384f87b
Coffee Beans,2025-06-28,1155.0,77,Sunny,21.8,102,0,gen_5f9165f20c
Milk,2025-06-28,483.75,215,Sunny,21.8,324,25,gen_7a19288b3c
Croissant,2025-06-28,637.88,189,Sunny,21.8,263,25,gen_6213bf980f
Muffin,2025-06-28,276.5,79,Sunny,21.8,110,0,gen_ca8a3b7bf5
Sandwich,2025-06-28,456.0,57,Sunny,21.8,94,0,gen_9666557723
Juice,2025-06-28,575.0,115,Sunny,21.8,143,0,gen_56aab3d7bd
Tea,2025-06-28,412.0,103,Sunny,21.8,162,0,gen_af0c4b6356
Cake,2025-06-28,246.0,41,Sunny,21.8,52,0,gen_9827e2306e
Salad,2025-06-28,369.0,41,Sunny,21.8,68,0,gen_9b48827e20
Wrap,2025-06-28,352.5,47,Sunny,21.8,58,0,gen_d209c7458c
Coffee Beans,2025-06-29,1005.0,67,Sunny,27.9,118,0,gen_d32e59932b
Milk,2025-06-29,408.0,136,Sunny,27.9,196,0,gen_9c98e223bd
Croissant,2025-06-29,550.8,153,Sunny,27.9,264,20,gen_cc2d3d8c79
Muffin,2025-06-29,396.38,151,Sunny,27.9,191,25,gen_09abdea66d
Sandwich,2025-06-29,448.0,56,Sunny,27.9,92,0,gen_5d3f6c8b0e
Juice,2025-06-29,525.0,105,Sunny,27.9,153,0,gen_cc493e1b9d
Tea,2025-06-29,380.0,95,Sunny,27.9,144,0,gen_99b50f3d66
Cake,2025-06-29,341.7,67,Sunny,27.9,106,15,gen_e445a526bf
Salad,2025-06-29,333.0,37,Sunny,27.9,48,0,gen_8081df8178
Wrap,2025-06-29,345.0,46,Sunny,27.9,63,0,gen_11f33f6553
Coffee Beans,2025-06-30,870.0,58,Cloudy,22.9,76,0,gen_b92dc53a94
Milk,2025-06-30,300.0,100,Cloudy,22.9,151,0,gen_f403f0f013
Croissant,2025-06-30,457.2,127,Cloudy,22.9,222,20,gen_8a9a8d5a79
Muffin,2025-06-30,252.0,72,Cloudy,22.9,101,0,gen_32dee5fc3f
Sandwich,2025-06-30,360.0,45,Cloudy,22.9,79,0,gen_340a66f4cf
Juice,2025-06-30,410.0,82,Cloudy,22.9,111,0,gen_f468e3f27d
Tea,2025-06-30,228.0,57,Cloudy,22.9,84,0,gen_a641f78dc3
Cake,2025-06-30,204.0,34,Cloudy,22.9,58,0,gen_a738a8666d
Salad,2025-06-30,317.25,47,Cloudy,22.9,76,25,gen_e8574d5dc9
Wrap,2025-06-30,247.5,33,Cloudy,22.9,41,0,gen_0769c82e7e
Coffee Beans,2025-07-01,660.0,44,Sunny,33.1,56,0,gen_0509dd8987
Milk,2025-07-01,336.0,112,Sunny,33.1,170,0,gen_3c165aac00
Croissant,2025-07-01,346.5,77,Sunny,33.1,94,0,gen_e8148a9e1c
Muffin,2025-07-01,231.0,66,Sunny,33.1,104,0,gen_e159b60f91
Sandwich,2025-07-01,344.0,43,Sunny,33.1,73,0,gen_20baba771b
Juice,2025-07-01,445.0,89,Sunny,33.1,138,0,gen_18b52ed276
Tea,2025-07-01,244.8,72,Sunny,33.1,119,15,gen_20e3e3dace
Cake,2025-07-01,198.0,33,Sunny,33.1,59,0,gen_34eed69446
Salad,2025-07-01,324.0,36,Sunny,33.1,51,0,gen_213ff81b32
Wrap,2025-07-01,262.5,35,Sunny,33.1,47,0,gen_c497067b89
Coffee Beans,2025-07-02,570.0,38,Sunny,32.7,56,0,gen_c47299dd24
Milk,2025-07-02,336.0,112,Sunny,32.7,164,0,gen_ea4e15cbd1
Croissant,2025-07-02,418.5,93,Sunny,32.7,129,0,gen_b7f001aebc
Muffin,2025-07-02,280.88,107,Sunny,32.7,130,25,gen_a30f0c1d9b
Sandwich,2025-07-02,442.0,65,Sunny,32.7,113,15,gen_f68d36e56b
Juice,2025-07-02,500.0,100,Sunny,32.7,140,0,gen_1b4a157068
Tea,2025-07-02,192.0,48,Sunny,32.7,81,0,gen_723ea8c98a
Cake,2025-07-02,186.0,31,Sunny,32.7,41,0,gen_28ebee88f1
Salad,2025-07-02,288.0,32,Sunny,32.7,57,0,gen_90d71b6e22
Wrap,2025-07-02,300.0,40,Sunny,32.7,62,0,gen_12019d5dee
Coffee Beans,2025-07-03,855.0,57,Sunny,26.1,82,0,gen_b79b95c98e
Milk,2025-07-03,336.0,112,Sunny,26.1,169,0,gen_b8c507003f
Croissant,2025-07-03,364.5,81,Sunny,26.1,138,0,gen_8fdacf324b
Muffin,2025-07-03,227.5,65,Sunny,26.1,99,0,gen_628d723e59
Sandwich,2025-07-03,344.0,43,Sunny,26.1,76,0,gen_5adf7d4245
Juice,2025-07-03,355.0,71,Sunny,26.1,96,0,gen_27d15727a4
Tea,2025-07-03,236.0,59,Sunny,26.1,87,0,gen_8736b8d0ce
Cake,2025-07-03,216.0,36,Sunny,26.1,43,0,gen_29b6437cc8
Salad,2025-07-03,225.0,25,Sunny,26.1,40,0,gen_f1c2d23811
Wrap,2025-07-03,315.0,42,Sunny,26.1,54,0,gen_bebe815fe9
Coffee Beans,2025-07-04,825.0,55,Sunny,30.1,97,0,gen_0fa169bcc3
Milk,2025-07-04,414.0,138,Sunny,30.1,216,0,gen_f90b40085e
Croissant,2025-07-04,486.0,108,Sunny,30.1,132,0,gen_0068dddcc5
Muffin,2025-07-04,259.0,74,Sunny,30.1,124,0,gen_23a9aa0500
Sandwich,2025-07-04,454.4,71,Sunny,30.1,92,20,gen_0c5b6e64fd
Juice,2025-07-04,590.0,118,Sunny,30.1,176,0,gen_f91811f430
Tea,2025-07-04,252.0,63,Sunny,30.1,79,0,gen_23cd78bd16
Cake,2025-07-04,240.0,40,Sunny,30.1,69,0,gen_0514b1689c
Salad,2025-07-04,450.0,50,Sunny,30.1,67,0,gen_f89678168f
Wrap,2025-07-04,345.0,46,Sunny,30.1,74,0,gen_ce97fbaddb
Coffee Beans,2025-07-05,870.0,58,Sunny,30.4,71,0,gen_5337ae98b3
Milk,2025-07-05,405.0,135,Sunny,30.4,208,0,gen_a94e7052cb
Croissant,2025-07-05,652.5,145,Sunny,30.4,246,0,gen_4b1c2b1e76
Muffin,2025-07-05,357.0,102,Sunny,30.4,160,0,gen_66f54dbd18
Sandwich,2025-07-05,536.0,67,Sunny,30.4,115,0,gen_5f9d63585b
Juice,2025-07-05,670.0,134,Sunny,30.4,184,0,gen_7a50a656dc
Tea,2025-07-05,276.0,69,Sunny,30.4,117,0,gen_ac071d58b7
Cake,2025-07-05,294.0,49,Sunny,30.4,80,0,gen_7e8fdbc1c7
Salad,2025-07-05,477.0,53,Sunny,30.4,70,0,gen_9f6fcdac8c
Wrap,2025-07-05,390.0,52,Sunny,30.4,91,0,gen_8df93c1f9c
Coffee Beans,2025-07-06,1365.0,91,Cloudy,25.4,162,0,gen_f287072931
Milk,2025-07-06,534.0,178,Cloudy,25.4,295,0,gen_731a4dfb49
Croissant,2025-07-06,625.5,139,Cloudy,25.4,192,0,gen_ca586298c3
Muffin,2025-07-06,297.5,85,Cloudy,25.4,128,0,gen_c1314d2256
Sandwich,2025-07-06,496.0,62,Cloudy,25.4,93,0,gen_a078c535f9
Juice,2025-07-06,570.0,114,Cloudy,25.4,169,0,gen_4080255111
Tea,2025-07-06,328.0,82,Cloudy,25.4,139,0,gen_70db6ba6cb
Cake,2025-07-06,318.0,53,Cloudy,25.4,78,0,gen_7f1d3b7b5d
Salad,2025-07-06,333.0,37,Cloudy,25.4,64,0,gen_62fe1cd168
Wrap,2025-07-06,420.0,56,Cloudy,25.4,77,0,gen_ae8e9fe2d7
Coffee Beans,2025-07-07,705.0,47,Sunny,28.3,60,0,gen_da8501242e
Milk,2025-07-07,366.0,122,Sunny,28.3,150,0,gen_d13854f90b
Croissant,2025-07-07,382.5,85,Sunny,28.3,137,0,gen_e08bbd354c
Muffin,2025-07-07,238.0,68,Sunny,28.3,94,0,gen_7625329c0f
Sandwich,2025-07-07,320.0,40,Sunny,28.3,56,0,gen_01c93bb558
Juice,2025-07-07,520.0,104,Sunny,28.3,157,0,gen_4dd8a29f3f
Tea,2025-07-07,244.0,61,Sunny,28.3,92,0,gen_00d85b261f
Cake,2025-07-07,186.0,31,Sunny,28.3,53,0,gen_ea8e034c23
Salad,2025-07-07,288.0,32,Sunny,28.3,48,0,gen_76e137056b
Wrap,2025-07-07,255.0,34,Sunny,28.3,52,0,gen_f9707ba3c2
Coffee Beans,2025-07-08,720.0,48,Sunny,30.2,76,0,gen_fc7f67f035
Milk,2025-07-08,378.0,126,Sunny,30.2,196,0,gen_9e02f6bdef
Croissant,2025-07-08,445.5,99,Sunny,30.2,155,0,gen_7a636e4e7b
Muffin,2025-07-08,206.5,59,Sunny,30.2,97,0,gen_11c4a5c502
Sandwich,2025-07-08,392.0,49,Sunny,30.2,86,0,gen_2660c6cd9b
Juice,2025-07-08,590.0,118,Sunny,30.2,155,0,gen_092fa49bf8
Tea,2025-07-08,208.0,52,Sunny,30.2,77,0,gen_cb24a936d4
Cake,2025-07-08,192.0,32,Sunny,30.2,45,0,gen_0bea6310bc
Salad,2025-07-08,351.0,39,Sunny,30.2,70,0,gen_2de854f806
Wrap,2025-07-08,255.0,34,Sunny,30.2,54,0,gen_f5215d4eff
Coffee Beans,2025-07-09,720.0,48,Sunny,30.9,69,0,gen_f53675132c
Milk,2025-07-09,372.0,124,Sunny,30.9,177,0,gen_6643799ba8
Croissant,2025-07-09,418.5,93,Sunny,30.9,120,0,gen_839ebf0121
Muffin,2025-07-09,255.5,73,Sunny,30.9,103,0,gen_2715276275
Sandwich,2025-07-09,320.0,40,Sunny,30.9,64,0,gen_d73f31ac2b
Juice,2025-07-09,490.0,98,Sunny,30.9,126,0,gen_0eea96a62f
Tea,2025-07-09,232.0,58,Sunny,30.9,80,0,gen_210f98b16a
Cake,2025-07-09,216.0,36,Sunny,30.9,47,0,gen_7f6524765d
Salad,2025-07-09,369.0,41,Sunny,30.9,64,0,gen_96c8aa9625
Wrap,2025-07-09,337.5,45,Sunny,30.9,63,0,gen_9fad82486f
Coffee Beans,2025-07-10,765.0,51,Sunny,33.8,62,0,gen_d7723c334d
Milk,2025-07-10,369.0,123,Sunny,33.8,196,0,gen_a6d17de9c6
Croissant,2025-07-10,441.45,109,Sunny,33.8,182,10,gen_79fb50c885
Muffin,2025-07-10,241.5,69,Sunny,33.8,111,0,gen_e0ae013d68
Sandwich,2025-07-10,392.0,49,Sunny,33.8,66,0,gen_dc4a87c704
Juice,2025-07-10,590.0,118,Sunny,33.8,187,0,gen_942f254e66
Tea,2025-07-10,216.0,54,Sunny,33.8,71,0,gen_79730abf14
Cake,2025-07-10,234.0,39,Sunny,33.8,57,0,gen_7455841fc6
Salad,2025-07-10,306.0,34,Sunny,33.8,59,0,gen_466e67a131
Wrap,2025-07-10,348.75,62,Sunny,33.8,91,25,gen_66101b3ef1
Coffee Beans,2025-07-11,854.25,67,Sunny,32.6,114,15,gen_308c191819
Milk,2025-07-11,444.0,148,Sunny,32.6,208,0,gen_23be1f0a96
Croissant,2025-07-11,459.0,102,Sunny,32.6,156,0,gen_ec5ba7df73
Muffin,2025-07-11,255.5,73,Sunny,32.6,114,0,gen_3860cdc8cf
Sandwich,2025-07-11,400.0,50,Sunny,32.6,79,0,gen_f196857c90
Juice,2025-07-11,565.0,113,Sunny,32.6,183,0,gen_84c43a7ed7
Tea,2025-07-11,280.0,70,Sunny,32.6,97,0,gen_850f834af4
Cake,2025-07-11,222.0,37,Sunny,32.6,52,0,gen_6b84cf1e6b
Salad,2025-07-11,405.0,45,Sunny,32.6,62,0,gen_39dc387f4b
Wrap,2025-07-11,397.5,53,Sunny,32.6,67,0,gen_9bd114d7e3
Coffee Beans,2025-07-12,930.0,62,Rainy,20.5,94,0,gen_a7a4c02251
Milk,2025-07-12,300.0,100,Rainy,20.5,178,0,gen_67d8d357fe
Croissant,2025-07-12,351.0,78,Rainy,20.5,138,0,gen_7e7ad2e024
Muffin,2025-07-12,241.5,69,Rainy,20.5,111,0,gen_0f1867ba7b
Sandwich,2025-07-12,400.0,50,Rainy,20.5,65,0,gen_f97e33b1b0
Juice,2025-07-12,360.0,72,Rainy,20.5,112,0,gen_bac4a6559f
Tea,2025-07-12,272.0,68,Rainy,20.5,103,0,gen_065bae1784
Cake,2025-07-12,192.0,32,Rainy,20.5,54,0,gen_1eba2b22eb
Salad,2025-07-12,288.0,32,Rainy,20.5,45,0,gen_664234ae9e
Wrap,2025-07-12,255.0,34,Rainy,20.5,43,0,gen_dd6e45645a
Coffee Beans,2025-07-13,1095.0,73,Sunny,30.7,104,0,gen_34d57f11eb
Milk,2025-07-13,522.0,174,Sunny,30.7,210,0,gen_4f83fa5778
Croissant,2025-07-13,603.0,134,Sunny,30.7,238,0,gen_efc06ebf0c
Muffin,2025-07-13,304.5,87,Sunny,30.7,131,0,gen_c656ea1689
Sandwich,2025-07-13,536.0,67,Sunny,30.7,118,0,gen_7a245aac54
Juice,2025-07-13,725.0,145,Sunny,30.7,259,0,gen_39f54df690
Tea,2025-07-13,324.0,81,Sunny,30.7,140,0,gen_87f8629763
Cake,2025-07-13,288.0,48,Sunny,30.7,61,0,gen_f3be10f777
Salad,2025-07-13,542.7,67,Sunny,30.7,116,10,gen_16f3edbd6e
Wrap,2025-07-13,367.5,49,Sunny,30.7,60,0,gen_fe1ae9b180
Coffee Beans,2025-07-14,765.0,51,Sunny,27.6,63,0,gen_b47058ef30
Milk,2025-07-14,324.0,108,Sunny,27.6,168,0,gen_334ca159b8
Croissant,2025-07-14,378.0,84,Sunny,27.6,136,0,gen_afb92bf97e
Muffin,2025-07-14,232.05,78,Sunny,27.6,108,15,gen_c5112d180d
Sandwich,2025-07-14,367.2,54,Sunny,27.6,80,15,gen_937c5b1a14
Juice,2025-07-14,460.0,92,Sunny,27.6,115,0,gen_dff98c84e7
Tea,2025-07-14,304.0,76,Sunny,27.6,127,0,gen_1aa648cc14
Cake,2025-07-14,216.0,36,Sunny,27.6,63,0,gen_e2a2e210f2
Salad,2025-07-14,261.0,29,Sunny,27.6,41,0,gen_ff1d35abc3
Wrap,2025-07-14,345.0,46,Sunny,27.6,67,0,gen_f6ff736ec9
Coffee Beans,2025-07-15,750.0,50,Sunny,33.6,89,0,gen_0bc9b48569
Milk,2025-07-15,360.0,120,Sunny,33.6,164,0,gen_208f18df17
Croissant,2025-07-15,414.0,92,Sunny,33.6,128,0,gen_f9b2f3f7b1
Muffin,2025-07-15,220.5,63,Sunny,33.6,86,0,gen_ee623ed312
Sandwich,2025-07-15,444.0,74,Sunny,33.6,123,25,gen_3d8df00287
Juice,2025-07-15,585.0,117,Sunny,33.6,202,0,gen_558ab2ce40
Tea,2025-07-15,216.0,54,Sunny,33.6,91,0,gen_a8c446e4de
Cake,2025-07-15,216.0,36,Sunny,33.6,48,0,gen_14ea959a7f
Salad,2025-07-15,351.0,39,Sunny,33.6,54,0,gen_323a5ca0e5
Wrap,2025-07-15,337.5,45,Sunny,33.6,75,0,gen_cf09338fc9
Coffee Beans,2025-07-16,735.0,49,Sunny,31.8,64,0,gen_01183dfdf1
Milk,2025-07-16,333.0,111,Sunny,31.8,154,0,gen_8c010d4c1f
Croissant,2025-07-16,468.0,104,Sunny,31.8,137,0,gen_145930256a
Muffin,2025-07-16,241.5,69,Sunny,31.8,97,0,gen_ebe5625cd4
Sandwich,2025-07-16,352.0,44,Sunny,31.8,55,0,gen_3e565dca94
Juice,2025-07-16,550.0,110,Sunny,31.8,182,0,gen_a11f0604e9
Tea,2025-07-16,244.0,61,Sunny,31.8,81,0,gen_222ffe1b73
Cake,2025-07-16,198.0,33,Sunny,31.8,40,0,gen_fb98d8cfc4
Salad,2025-07-16,324.0,36,Sunny,31.8,45,0,gen_42ccd65eae
Wrap,2025-07-16,307.5,41,Sunny,31.8,64,0,gen_65b22a110c
Coffee Beans,2025-07-17,645.0,43,Sunny,28.6,52,0,gen_b9d76f04c3
Milk,2025-07-17,393.0,131,Sunny,28.6,175,0,gen_8d6c3e94a8
Croissant,2025-07-17,405.0,90,Sunny,28.6,133,0,gen_b0f200e40c
Muffin,2025-07-17,309.75,118,Sunny,28.6,143,25,gen_39bbc8ada6
